varname,groupname,is_derived,adjfactor_type,delay_0,dimensions,value_type,coverage,update_frequency,empty_value,lower_bound,upper_bound,units,data_types,author,birthday,num_comments,description
fred_GDTCBW,GROUP_fred_frequent,0,,0,1D,single,,1.0,,1626.0,1626.0,Dollar,Macro,syuan,20200210.0,0,"US government deposits: Total cash balance. Board of Governors of the Federal Reserve System (US), US government deposits: Total cash balance [GDTCBW], retrieved from FRED, Federal Reserve Bank of St. Louis; https://fred.stlouisfed.org/series/GDTCBW, November 12, 2019."",""US government deposits: Total cash balance. Board of Governors of the Federal Reserve System (US), US government deposits: Total cash balance [GDTCBW], retrieved from FRED, Federal Reserve Bank of St. Louis; https://fred.stlouisfed.org/series/GDTCBW, November 12, 2019."
fred_GERTOT,GROUP_fred_monthly_etf,0,,0,1D,single,,1.0,,121.4,127.5,Dimensionless,Macro,syuan,20200316.0,0,"Import Price Index: Germany - All commodities. For more information, please see the Import/Export Price Indexes web site at http://www.bls.gov/mxp"
fred_GOLDAMGBD228NLBM,GROUP_fred_frequent,0,,0,1D,single,,1.0,,43005.0,44291.6,Dollar,Macro,syuan,20200210.0,0,"Gold Fixing Price 10:30 A.M. (London time) in London Bullion Market, based in U.S. Dollars. The London Bullion Market Association (LBMA) Gold Price was launched on the 20th March 2015 to replace the historic London Gold Fix. ICE Benchmark Administration (IBA) provides the auction platform, methodology as well as overall independent administration and governance for the LBMA Gold Price, with the LBMA holding the intellectual property rights. The price continues to be set twice daily (at 10:30 and 15:00 London GMT) in US dollars. Sterling and Euro prices are available but they are indicative prices for settlement only. For further information contact the LBMA at Au.Consult@lbma.org.uk or the IBA at iba@theice.com. Copyright, 2016, ICE Benchmark Administration."",""Gold Fixing Price 10:30 A.M. (London time) in London Bullion Market, based in U.S. Dollars. The London Bullion Market Association (LBMA) Gold Price was launched on the 20th March 2015 to replace the historic London Gold Fix. ICE Benchmark Administration (IBA) provides the auction platform, methodology as well as overall independent administration and governance for the LBMA Gold Price, with the LBMA holding the intellectual property rights. The price continues to be set twice daily (at 10:30 and 15:00 London GMT) in US dollars. Sterling and Euro prices are available but they are indicative prices for settlement only. For further information contact the LBMA at Au.Consult@lbma.org.uk or the IBA at iba@theice.com. Copyright, 2016, ICE Benchmark Administration."
fred_GOLDPMGBD228NLBM,GROUP_fred_frequent,0,,0,1D,single,,1.0,,43005.0,44291.6,Dollar,Macro,syuan,20200210.0,0,"Gold Fixing Price 3:00 P.M. (London time) in London Bullion Market, based in U.S. Dollars. The London Bullion Market Association (LBMA) Gold Price was launched on the 20th March 2015 to replace the historic London Gold Fix. ICE Benchmark Administration (IBA) provides the auction platform, methodology as well as overall independent administration and governance for the LBMA Gold Price, with the LBMA holding the intellectual property rights. The price continues to be set twice daily (at 10:30 and 15:00 London GMT) in US dollars. Sterling and Euro prices are available but they are indicative prices for settlement only. For further information contact the LBMA at Au.Consult@lbma.org.uk or the IBA at iba@theice.com. Copyright, 2016, ICE Benchmark Administration."",""Gold Fixing Price 3:00 P.M. (London time) in London Bullion Market, based in U.S. Dollars. The London Bullion Market Association (LBMA) Gold Price was launched on the 20th March 2015 to replace the historic London Gold Fix. ICE Benchmark Administration (IBA) provides the auction platform, methodology as well as overall independent administration and governance for the LBMA Gold Price, with the LBMA holding the intellectual property rights. The price continues to be set twice daily (at 10:30 and 15:00 London GMT) in US dollars. Sterling and Euro prices are available but they are indicative prices for settlement only. For further information contact the LBMA at Au.Consult@lbma.org.uk or the IBA at iba@theice.com. Copyright, 2016, ICE Benchmark Administration."
fred_GVZCLS,GROUP_fred_frequent,0,,0,1D,single,,1.0,,13.79,22.83,Dimensionless,Macro,syuan,20200210.0,0,"CBOE Gold ETF Volatility Index. Exchange Traded Funds (ETFs) are shares of trusts that hold portfolios of stocks designed to closely track the price performance and yield of specific indices. Copyright, 2016, Chicago Board Options Exchange, Inc. Reprinted with permission."",""CBOE Gold ETF Volatility Index. Exchange Traded Funds (ETFs) are shares of trusts that hold portfolios of stocks designed to closely track the price performance and yield of specific indices. Copyright, 2016, Chicago Board Options Exchange, Inc. Reprinted with permission."
fred_HNFSEPUSSA,GROUP_fred_monthly_etf,0,,0,1D,single,,1.0,,407.0,470.0,Dimensionless,Macro,syuan,20200316.0,0,New One Family Homes for Sale in the United States.
fred_HOSAVGUSM052N,GROUP_fred_monthly_etf,0,,0,1D,single,,1.0,,370700.0,397600.0,Dimensionless,Macro,syuan,20200316.0,0,"Mean Sales Price of Existing Homes. Copyright, 2016, National Association of Realtors. Reprinted with permission."
fred_HOSINVUSM495N,GROUP_fred_monthly_etf,0,,0,1D,single,,1.0,,870000.0,1.31e+6,Dimensionless,Macro,syuan,20200316.0,0,"Existing Home Sales: Housing Inventory. Copyright, 2016, National Association of Realtors. Reprinted with permission."
fred_HOSMEDUSM052N,GROUP_fred_monthly_etf,0,,0,1D,single,,1.0,,357300.0,416000.0,Dimensionless,Macro,syuan,20200316.0,0,"Median Sales Price of Existing Homes. The median price is where half homes sold for more and half homes sold for less. Median prices are more typical of market conditions than mean (average) prices because mean prices are skewed higher by a relatively small share of upper-end transactions. Copyright, 2016, National Association of Realtors. Reprinted with permission."
fred_HOSMEDUSMWM052N,GROUP_fred_monthly_etf,0,,0,1D,single,,1.0,,248900.0,306900.0,Dimensionless,Macro,syuan,20200316.0,0,"Median Sales Price of Existing Homes in Midwest Census Region. The median price is where half homes sold for more and half homes sold for less. Median prices are more typical of market conditions than mean (average) prices because mean prices are skewed higher by a relatively small share of upper-end transactions. Copyright, 2016, National Association of Realtors. Reprinted with permission."
fred_HOSSUPUSM673N,GROUP_fred_monthly_etf,0,,0,1D,single,,1.0,,1.7,3.3,Dimensionless,Macro,syuan,20200316.0,0,"Existing Home Sales: Months Supply. Copyright, 2016, National Association of Realtors. Reprinted with permission."
fred_HOUSA175MFRBDAL,GROUP_fred_monthly_etf,0,,0,1D,single,,1.0,,3156.62,3327.0,Dimensionless,Macro,syuan,20200316.0,0,"Total Nonfarm Payroll Employment for Houston-The Woodlands-Sugar Land, TX (MSA). The Dallas Fed has improved the quality of the payroll employment estimates for Metropolitan Areas of Texas using early benchmarking and two-step seasonal adjustment. More information regarding the early benchmarking technique can be found at http://www.dallasfed.org/research/basics/benchmark.cfm. More information pertaining to two-step seasonal adjustment can be found at http://www.dallasfed.org/research/basics/twostep.cfm."
fred_HOUST,GROUP_fred_monthly_etf,0,,0,1D,single,,1.0,,1309.0,1793.0,Dimensionless,Macro,syuan,20200316.0,0,Housing Starts: Total: New Privately Owned Housing Units Started.
fred_HOUST1F,GROUP_fred_monthly_etf,0,,0,1D,single,,1.0,,828.0,1215.0,Dimensionless,Macro,syuan,20200316.0,0,Privately Owned Housing Starts: 1-Unit Structures.
fred_HOUST2F,GROUP_fred_monthly_etf,0,,0,1D,single,,1.0,,9.0,53.0,Dimensionless,Macro,syuan,20200316.0,0,"Housing Starts: 2-4 Units. Census discontinued SAAR 2-4 unit-structures because tests for identifiable and stable seasonality do not meet reliability standards for publication. It is calculated by Haver Analytics by subtracting 1-unit structures and 5-unit structures from total housing starts.  Copyright, 2016, Haver Analytics. Reprinted with permission."
fred_HOUST5F,GROUP_fred_monthly_etf,0,,0,1D,single,,1.0,,457.0,621.0,Dimensionless,Macro,syuan,20200316.0,0,"Privately Owned Housing Starts: 5-Unit Structures or More. From January 1959 until July 1963, the 5 units or more category also includes 2 to 4 unit structures."
fred_HOUSTMW,GROUP_fred_monthly_etf,0,,0,1D,single,,1.0,,123.0,232.0,Dimensionless,Macro,syuan,20200316.0,0,Housing Starts in Midwest Census Region.
fred_HOUSTNE,GROUP_fred_monthly_etf,0,,0,1D,single,,1.0,,83.0,293.0,Dimensionless,Macro,syuan,20200316.0,0,Housing Starts in Northeast Census Region.
fred_HOUSTS,GROUP_fred_monthly_etf,0,,0,1D,single,,1.0,,710.0,1017.0,Dimensionless,Macro,syuan,20200316.0,0,Housing Starts in South Census Region.
fred_HOUSTW,GROUP_fred_monthly_etf,0,,0,1D,single,,1.0,,307.0,434.0,Dimensionless,Macro,syuan,20200316.0,0,Housing Starts in West Census Region.
fred_HPIPONM226S,GROUP_fred_monthly_etf,0,,0,1D,single,,1.0,,373.35,398.05,Dimensionless,Macro,syuan,20200316.0,0,Purchase Only House Price Index for the United States. The purchase-only index is based on more than 6 million repeat sales transactions on the same single-family properties.
fred_HSFAVGUSM052N,GROUP_fred_monthly_etf,0,,0,1D,single,,1.0,,374400.0,401600.0,Dimensionless,Macro,syuan,20200316.0,0,"Mean Sales Price of Existing Single-Family Homes. Copyright, 2016, National Association of Realtors. Reprinted with permission."
fred_HSFINVUSM495N,GROUP_fred_monthly_etf,0,,0,1D,single,,1.0,,760000.0,1.17e+6,Dimensionless,Macro,syuan,20200316.0,0,"Existing Single-Family Home Sales: Housing Inventory. Copyright, 2016, National Association of Realtors. Reprinted with permission."
fred_HSFMEDUSM052N,GROUP_fred_monthly_etf,0,,0,1D,single,,1.0,,363100.0,423300.0,Dimensionless,Macro,syuan,20200316.0,0,"Median Sales Price of Existing Single-Family Homes. Copyright, 2016, National Association of Realtors. Reprinted with permission."
fred_HSFSUPUSM673N,GROUP_fred_monthly_etf,0,,0,1D,single,,1.0,,1.7,3.3,Dimensionless,Macro,syuan,20200316.0,0,"Existing Single-Family Home Sales: Months Supply. Copyright, 2016, National Association of Realtors. Reprinted with permission."
fred_HSN1F,GROUP_fred_monthly_etf,0,,0,1D,single,,1.0,,511.0,772.0,Dimensionless,Macro,syuan,20200316.0,0,New One Family Houses Sold: United States.
fred_HTRUCKSSAAR,GROUP_fred_monthly_etf,0,,0,1D,single,,1.0,,0.39,1.0,Dimensionless,Macro,syuan,20200316.0,0,"Motor Vehicle Retail Sales: Heavy Weight Trucks. Heavy trucks are trucks with more than 14,000 pounds gross vehicle weight."
fred_IC4WSA,GROUP_fred_frequent,0,,0,1D,single,,1.0,,170000.0,254750.0,Dollar,Macro,syuan,20200210.0,0,"4-Week Moving Average of Initial Claims. U.S. Employment and Training Administration, 4-Week Moving Average of Initial Claims [IC4WSA], retrieved from FRED, Federal Reserve Bank of St. Louis; https://fred.stlouisfed.org/series/IC4WSA, November 12, 2019."",""4-Week Moving Average of Initial Claims. U.S. Employment and Training Administration, 4-Week Moving Average of Initial Claims [IC4WSA], retrieved from FRED, Federal Reserve Bank of St. Louis; https://fred.stlouisfed.org/series/IC4WSA, November 12, 2019."
fred_ICNRNJ,GROUP_fred_frequent,0,,0,1D,single,,1.0,,0.03,0.03,Dimensionless,Macro,syuan,20200210.0,0,"National Rate on Non-Jumbo Deposits (less than $100,000): Interest Checking. The national rate is calculated by the FDIC as a simple average of rates paid (uses annual percentage yield) by all insured depository institutions and branches for which data are available. Data used to calculate the national rates are gathered by RateWatch. Savings and interest checking account rates are based on the $2,500 product tier while money market and certificate of deposit are based on the $10,000 and $100,000 product tiers for non-jumbo and jumbo accounts, respectively. Account types and maturities are those most commonly offered by the banks and branches for which data is available- no fewer than 49,000 locations and as many as 81,000 locations reported. The deposit rates of credit unions are not included in the calculation.(http://www.fdic.gov/regulations/resources/rates/)  For more information, see the FDIC's Financial Institution Letter FIL-25-2009 issued on May 29, 2009 at http://www.fdic.gov/news/news/financial/2009/fil09025.html."",""National Rate on Non-Jumbo Deposits (less than $100,000): Interest Checking. The national rate is calculated by the FDIC as a simple average of rates paid (uses annual percentage yield) by all insured depository institutions and branches for which data are available. Data used to calculate the national rates are gathered by RateWatch. Savings and interest checking account rates are based on the $2,500 product tier while money market and certificate of deposit are based on the $10,000 and $100,000 product tiers for non-jumbo and jumbo accounts, respectively. Account types and maturities are those most commonly offered by the banks and branches for which data is available- no fewer than 49,000 locations and as many as 81,000 locations reported. The deposit rates of credit unions are not included in the calculation.(http://www.fdic.gov/regulations/resources/rates/)  For more information, see the FDIC's Financial Institution Letter FIL-25-2009 issued on May 29, 2009 at http://www.fdic.gov/news/news/financial/2009/fil09025.html."
fred_ICRCNJ,GROUP_fred_frequent,0,,0,1D,single,,1.0,,0.78,0.78,Dimensionless,Macro,syuan,20200210.0,0,"Rate Cap on Non-Jumbo Deposits (less than $100,000): Interest Checking. The rate cap is determined by adding 75 basis points to the national rate. The national rate is calculated by the FDIC as a simple average of rates paid (uses annual percentage yield) by all insured depository institutions and branches for which data are available. Data used to calculate the national rates are gathered by RateWatch. Savings and interest checking account rates are based on the $2,500 product tier while money market and certificate of deposit are based on the $10,000 and $100,000 product tiers for non-jumbo and jumbo accounts, respectively. Account types and maturities are those most commonly offered by the banks and branches for which data is available- no fewer than 49,000 locations and as many as 81,000 locations reported. The deposit rates of credit unions are not included in the calculation.(http://www.fdic.gov/regulations/resources/rates/)  For more information, see the FDIC's Financial Institution Letter FIL-25-2009 issued on May 29, 2009 at http://www.fdic.gov/news/news/financial/2009/fil09025.html."",""Rate Cap on Non-Jumbo Deposits (less than $100,000): Interest Checking. The rate cap is determined by adding 75 basis points to the national rate. The national rate is calculated by the FDIC as a simple average of rates paid (uses annual percentage yield) by all insured depository institutions and branches for which data are available. Data used to calculate the national rates are gathered by RateWatch. Savings and interest checking account rates are based on the $2,500 product tier while money market and certificate of deposit are based on the $10,000 and $100,000 product tiers for non-jumbo and jumbo accounts, respectively. Account types and maturities are those most commonly offered by the banks and branches for which data is available- no fewer than 49,000 locations and as many as 81,000 locations reported. The deposit rates of credit unions are not included in the calculation.(http://www.fdic.gov/regulations/resources/rates/)  For more information, see the FDIC's Financial Institution Letter FIL-25-2009 issued on May 29, 2009 at http://www.fdic.gov/news/news/financial/2009/fil09025.html."
fred_ICSA,GROUP_fred_frequent,0,,0,1D,single,,1.0,,166000.0,262000.0,Dollar,Macro,syuan,20200210.0,0,"Initial Claims. U.S. Employment and Training Administration, Initial Claims [ICSA], retrieved from FRED, Federal Reserve Bank of St. Louis; https://fred.stlouisfed.org/series/ICSA, November 12, 2019."",""Initial Claims. U.S. Employment and Training Administration, Initial Claims [ICSA], retrieved from FRED, Federal Reserve Bank of St. Louis; https://fred.stlouisfed.org/series/ICSA, November 12, 2019."
fred_ID0203,GROUP_fred_monthly_etf,0,,0,1D,single,,1.0,,94.3,105.8,Dimensionless,Macro,syuan,20200316.0,0,"Export Price Index (Harmonized System): Meat of swine (pork), fresh, chilled or frozen. For more information, please see the Import/Export Price Indexes web site at http://www.bls.gov/mxp"
fred_INDPRO,GROUP_fred_monthly_etf,0,,0,1D,single,,1.0,,102.0,105.75,Dimensionless,Macro,syuan,20200316.0,0,"Industrial Production Index. The Industrial Production Index (INDPRO) is an economic indicator that measures real output for all facilities located in the United States manufacturing, mining, and electric, and gas utilities (excluding those in U.S. territories).(1) Since 1997, the Industrial Production Index has been determined from 312 individual series based on the 2007 North American Industrial Classification System (NAICS) codes. These individual series are classified in two ways (1) market groups and (2) industry groups. (1) The Board of Governors defines markets groups as products (aggregates of final products) and materials (inputs used in the manufacture of products). Consumer goods and business equipment can be examples of market groups. Industry groups are defined as three digit NAICS industries and aggregates of these industries such as durable and nondurable manufacturing, mining, and utilities.(1)(2) The index is compiled on a monthly basis to bring attention to short- term changes in industrial production,. It measures movements in production output and highlights structural developments in the economy. (1) Growth in the production index from month to month is an indicator of growth in the industry. For more information regarding the Industrial Production and Capacity Utilization index, see the explanatory notes issued by the Board of Governors ( http://www.federalreserve.gov/releases/g17/IpNotes.htm).  References (1) Board of Governors of the Federal Reserve System. Industrial Production and Capacity Utilization. Statistical release G.17; May 2013. (1) For recent reports on market and industry groups, please click on the following link; http://www.federalreserve.gov/releases/g17/Current/default.htm."
fred_INDUSTOT,GROUP_fred_monthly_etf,0,,0,1D,single,,1.0,,144.9,157.3,Dimensionless,Macro,syuan,20200316.0,0,"Import Price Index: Industrialized Countries - All commodities. For more information, please see the Import/Export Price Indexes web site at http://www.bls.gov/mxp"
fred_INTDSRBRM193N,GROUP_fred_monthly_etf,0,,0,1D,single,,1.0,,17.12,20.47,Dimensionless,Macro,syuan,20200316.0,0,"Interest Rates, Discount Rate for Brazil. Notes regarding this series can be found in International Financial Statistics Yearbooks produced by the International Monetary Fund (IMF). We have requested these publications from the IMF. Notes on this series will populate once they become available.  Copyright @ 2016, International Monetary Fund. Reprinted with permission. Complete terms of use and contact details are available at http://www.imf.org/external/terms.htm."
fred_INTDSRCNM193N,GROUP_fred_monthly_etf,0,,0,1D,single,,1.0,,2.9,2.9,Dimensionless,Macro,syuan,20200316.0,0,"Interest Rates, Discount Rate for China. Notes regarding this series can be found in International Financial Statistics Yearbooks produced by the International Monetary Fund (IMF). We have requested these publications from the IMF. Notes on this series will populate once they become available.  Copyright @ 2016, International Monetary Fund. Reprinted with permission. Complete terms of use and contact details are available at http://www.imf.org/external/terms.htm."
fred_INTDSRDEM193N,GROUP_fred_monthly_etf,0,,0,1D,single,,1.0,,4.5,4.5,Dimensionless,Macro,syuan,20200316.0,0,"Interest Rates, Discount Rate for Germany. Notes regarding this series can be found in International Financial Statistics Yearbooks produced by the International Monetary Fund (IMF). We have requested these publications from the IMF. Notes on this series will populate once they become available.  Copyright @ 2016, International Monetary Fund. Reprinted with permission. Complete terms of use and contact details are available at http://www.imf.org/external/terms.htm."
fred_INTDSRINM193N,GROUP_fred_monthly_etf,0,,0,1D,single,,1.0,,4.25,5.15,Dimensionless,Macro,syuan,20200316.0,0,"Interest Rates, Discount Rate for India. Notes regarding this series can be found in International Financial Statistics Yearbooks produced by the International Monetary Fund (IMF). We have requested these publications from the IMF. Notes on this series will populate once they become available.  Copyright @ 2016, International Monetary Fund. Reprinted with permission. Complete terms of use and contact details are available at http://www.imf.org/external/terms.htm."
fred_INTDSRJPM193N,GROUP_fred_monthly_etf,0,,0,1D,single,,1.0,,0.3,0.3,Dimensionless,Macro,syuan,20200316.0,0,"Interest Rates, Discount Rate for Japan. Notes regarding this series can be found in International Financial Statistics Yearbooks produced by the International Monetary Fund (IMF). We have requested these publications from the IMF. Notes on this series will populate once they become available.  Copyright @ 2016, International Monetary Fund. Reprinted with permission. Complete terms of use and contact details are available at http://www.imf.org/external/terms.htm."
fred_INTDSRKRM193N,GROUP_fred_monthly_etf,0,,0,1D,single,,1.0,,0.25,1.25,Dimensionless,Macro,syuan,20200316.0,0,"Interest Rates, Discount Rate for Republic of Korea. Notes regarding this series can be found in International Financial Statistics Yearbooks produced by the International Monetary Fund (IMF). We have requested these publications from the IMF. Notes on this series will populate once they become available.  Copyright @ 2016, International Monetary Fund. Reprinted with permission. Complete terms of use and contact details are available at http://www.imf.org/external/terms.htm."
fred_INTDSRTRM193N,GROUP_fred_monthly_etf,0,,0,1D,single,,1.0,,14.75,14.75,Dimensionless,Macro,syuan,20200316.0,0,"Interest Rates, Discount Rate for Turkey. Notes regarding this series can be found in International Financial Statistics Yearbooks produced by the International Monetary Fund (IMF). We have requested these publications from the IMF. Notes on this series will populate once they become available.  Copyright @ 2016, International Monetary Fund. Reprinted with permission. Complete terms of use and contact details are available at http://www.imf.org/external/terms.htm."
fred_INVCMRMTSPL,GROUP_fred_monthly_etf,0,,0,1D,single,,1.0,,2.21e+6,2.33e+6,Dimensionless,Macro,syuan,20200316.0,0,Real Manufacturing and Trade Inventories. Real Manufacturing and Trade Inventories (INVCMRMTSPL) was first constructed by the Federal Reserve Bank of St. Louis in June 2013. It is calculated using Real Manufacturing and Trade Inventories (INVHMRMT) (https://fred.stlouisfed.org/series/INVHMRMT) and Real Manufacturing and Trade Inventories (INVCMRMT) (https://fred.stlouisfed.org/series/INVCMRMT).  Before January 1997 lag1(INVHMRMT) = one observation earlier than current time period observation INVHMRMT _PC = the growth rate of INVHMRMT lead1(INVCMRMTSPL) = one observation later than current time period observation INVHMRMT _PC = [INVHMRMT /lag1(INVHMRMT) - ] INVCMRMTSPL= lead1(INVCMRMTSPL)/(1+ INVHMRMT _PC)  After December 1996 INVCMRMTSPL= INVCMRMT
fred_INVEST,GROUP_fred_monthly_etf,0,,0,1D,single,,1.0,,5484.32,5814.23,Dimensionless,Macro,syuan,20200316.0,0,"Securities in Bank Credit at All Commercial Banks. For further information, please refer to the Board of Governors of the Federal Reserve System's H.8 release, online at http://www.federalreserve.gov/releases/h8/."
fred_IOER,GROUP_fred_frequent,0,,0,1D,single,,1.0,,0.15,0.15,Dimensionless,Macro,syuan,20200210.0,0,"Interest Rate on Excess Reserves. The interest rate on excess reserves (IOER rate) is determined by the Board of Governors and gives the Federal Reserve an additional tool for the conduct of monetary policy.  For more information please see: http://www.federalreserve.gov/monetarypolicy/reqresbalances.htm,Interest Rate on Excess Reserves. The interest rate on excess reserves (IOER rate) is determined by the Board of Governors and gives the Federal Reserve an additional tool for the conduct of monetary policy.  For more information please see: http://www.federalreserve.gov/monetarypolicy/reqresbalances.htm"
fred_IORR,GROUP_fred_frequent,0,,0,1D,single,,1.0,,0.15,0.15,Dimensionless,Macro,syuan,20200210.0,0,"Interest Rate on Required Reserves. The interest rate on required reserves (IORR rate) is determined by the Board of Governors and is intended to eliminate effectively the implicit tax that reserve requirements used to impose on depository institutions. For more information please see: http://www.federalreserve.gov/monetarypolicy/reqresbalances.htm,Interest Rate on Required Reserves. The interest rate on required reserves (IORR rate) is determined by the Board of Governors and is intended to eliminate effectively the implicit tax that reserve requirements used to impose on depository institutions. For more information please see: http://www.federalreserve.gov/monetarypolicy/reqresbalances.htm"
fred_IPB50001N,GROUP_fred_monthly_etf,0,,0,1D,single,,1.0,,102.41,105.88,Dimensionless,Macro,syuan,20200316.0,0,"Industrial Production: Total index. The industrial production (IP) index measures the real output of all relevant establishments located in the United States, regardless of their ownership, but not those located in U.S. territories.  Source Code: IP.B50001.N"
fred_IPB54100S,GROUP_fred_monthly_etf,0,,0,1D,single,,1.0,,102.75,106.43,Dimensionless,Macro,syuan,20200316.0,0,"Industrial Production: Construction supplies. The industrial production (IP) index measures the real output of all relevant establishments located in the United States, regardless of their ownership, but not those located in U.S. territories.  Source Code: IP.B54100.S"
fred_IPBUSEQ,GROUP_fred_monthly_etf,0,,0,1D,single,,1.0,,95.64,100.13,Dimensionless,Macro,syuan,20200316.0,0,Industrial Production: Business Equipment.
fred_IPCONGD,GROUP_fred_monthly_etf,0,,0,1D,single,,1.0,,102.1,105.85,Dimensionless,Macro,syuan,20200316.0,0,Industrial Production: Consumer Goods.
fred_IPDCONGD,GROUP_fred_monthly_etf,0,,0,1D,single,,1.0,,103.56,115.26,Dimensionless,Macro,syuan,20200316.0,0,Industrial Production: Durable Consumer Goods.
fred_IPDMAN,GROUP_fred_monthly_etf,0,,0,1D,single,,1.0,,100.71,106.55,Dimensionless,Macro,syuan,20200316.0,0,Industrial Production: Durable Manufacturing (NAICS).
fred_IPFINAL,GROUP_fred_monthly_etf,0,,0,1D,single,,1.0,,101.31,106.02,Dimensionless,Macro,syuan,20200316.0,0,Industrial Production: Final Products (Market Group).
fred_IPG211111CN,GROUP_fred_monthly_etf,0,,0,1D,single,,1.0,,165.42,165.42,Dimensionless,Macro,syuan,20200316.0,0,"Industrial Production: Mining: Crude oil. The industrial production (IP) index measures the real output of all relevant establishments located in the United States, regardless of their ownership, but not those located in U.S. territories.  NAICS = 211111pt.  Source Code: IP.G211111C.N"
fred_IPG211S,GROUP_fred_monthly_etf,0,,0,1D,single,,1.0,,124.72,133.79,Dimensionless,Macro,syuan,20200316.0,0,"Industrial Production: Mining: Oil and gas extraction. The industrial production (IP) index measures the real output of all relevant establishments located in the United States, regardless of their ownership, but not those located in U.S. territories.  NAICS = 211  Source Code: IP.G211.S"
fred_IPG21222N,GROUP_fred_monthly_etf,0,,0,1D,single,,1.0,,67.71,91.17,Dimensionless,Macro,syuan,20200316.0,0,"Industrial Production: Mining: Gold ore and silver ore mining. The industrial production (IP) index measures the real output of all relevant establishments located in the United States, regardless of their ownership, but not those located in U.S. territories.  NAICS = 21222  Source Code: IP.G21222.N"
fred_IPG21223N,GROUP_fred_monthly_etf,0,,0,1D,single,,1.0,,94.47,113.86,Dimensionless,Macro,syuan,20200316.0,0,"Industrial Production: Mining: Copper, nickel, lead, and zinc mining. The industrial production (IP) index measures the real output of all relevant establishments located in the United States, regardless of their ownership, but not those located in U.S. territories.  NAICS = 21223  Source Code: IP.G21223.N"
fred_IPG2211A2N,GROUP_fred_monthly_etf,0,,0,1D,single,,1.0,,92.35,121.69,Dimensionless,Macro,syuan,20200316.0,0,"Industrial Production: Electric and gas utilities. The industrial production (IP) index measures the real output of all relevant establishments located in the United States, regardless of their ownership, but not those located in U.S. territories.  NAICS = 2211,2  Source Code: IP.G2211A2.N"
fred_IPG3113N,GROUP_fred_monthly_etf,0,,0,1D,single,,1.0,,97.23,134.05,Dimensionless,Macro,syuan,20200316.0,0,"Industrial Production: Nondurable Goods: Sugar and confectionery product. The industrial production (IP) index measures the real output of all relevant establishments located in the United States, regardless of their ownership, but not those located in U.S. territories.  NAICS = 3113  Source Code: IP.G3113.N"
fred_IPG311A2S,GROUP_fred_monthly_etf,0,,0,1D,single,,1.0,,101.7,103.7,Dimensionless,Macro,syuan,20200316.0,0,"Industrial Production: Nondurable manufacturing: Food, beverage, and tobacco. The industrial production (IP) index measures the real output of all relevant establishments located in the United States, regardless of their ownership, but not those located in U.S. territories.  NAICS = 311,2  Source Code: IP.G311A2.S"
fred_IPG325S,GROUP_fred_monthly_etf,0,,0,1D,single,,1.0,,100.61,104.58,Dimensionless,Macro,syuan,20200316.0,0,"Industrial Production: Nondurable manufacturing: Chemical. The industrial production (IP) index measures the real output of all relevant establishments located in the United States, regardless of their ownership, but not those located in U.S. territories.  NAICS = 325  Source Code: IP.G325.S"
fred_IPG3311A2N,GROUP_fred_monthly_etf,0,,0,1D,single,,1.0,,90.07,98.81,Dimensionless,Macro,syuan,20200316.0,0,"Industrial Production: Durable Goods: Iron and steel products. The industrial production (IP) index measures the real output of all relevant establishments located in the United States, regardless of their ownership, but not those located in U.S. territories.  NAICS = 3311,2  Source Code: IP.G3311A2.N"
fred_IPG333S,GROUP_fred_monthly_etf,0,,0,1D,single,,1.0,,99.93,110.12,Dimensionless,Macro,syuan,20200316.0,0,"Industrial Production: Durable manufacturing: Machinery. The industrial production (IP) index measures the real output of all relevant establishments located in the United States, regardless of their ownership, but not those located in U.S. territories.  NAICS = 333  Source Code: IP.G333.S"
fred_IPG334S,GROUP_fred_monthly_etf,0,,0,1D,single,,1.0,,108.46,124.1,Dimensionless,Macro,syuan,20200316.0,0,"Industrial Production: Durable manufacturing: Computer and electronic product. The industrial production (IP) index measures the real output of all relevant establishments located in the United States, regardless of their ownership, but not those located in U.S. territories.  NAICS = 334  Source Code: IP.G334.S"
fred_IPG33612S,GROUP_fred_monthly_etf,0,,0,1D,single,,1.0,,93.9,122.36,Dimensionless,Macro,syuan,20200316.0,0,"Industrial Production: Durable Goods: Heavy duty truck. The industrial production (IP) index measures the real output of all relevant establishments located in the United States, regardless of their ownership, but not those located in U.S. territories.  NAICS = 33612  Source Code: IP.G33612.S"
fred_IPG3361T3S,GROUP_fred_monthly_etf,0,,0,1D,single,,1.0,,90.7,110.49,Dimensionless,Macro,syuan,20200316.0,0,"Industrial Production: Durable manufacturing: Motor vehicles and parts. The industrial production (IP) index measures the real output of all relevant establishments located in the United States, regardless of their ownership, but not those located in U.S. territories.  NAICS = 3361-3  Source Code: IP.G3361T3.S"
fred_IPHITEK2S,GROUP_fred_monthly_etf,0,,0,1D,single,,1.0,,122.35,145.97,Dimensionless,Macro,syuan,20200316.0,0,"Industrial Production: Computers, communications equipment, and semiconductors. The industrial production (IP) index measures the real output of all relevant establishments located in the United States, regardless of their ownership, but not those located in U.S. territories.  NAICS = 3341,3342,3344  Source Code: IP.HITEK2.S"
fred_IPMAN,GROUP_fred_monthly_etf,0,,0,1D,single,,1.0,,100.16,104.05,Dimensionless,Macro,syuan,20200316.0,0,Industrial Production: Manufacturing (NAICS).
